"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"03","5277","ACCT 305 (3, 2)","COST ACCOUNTING","T, TH","9:25 AM - 10:40 AM","Milo, Michael","KG 204","22","45","In-Person",
"04","5279","ACCT 305 (3, 2)","COST ACCOUNTING","T, TH","1:40 PM - 2:55 PM","Milo, Michael","PH 110","47","55","In-Person",
"05","5280","ACCT 305 (3, 2)","COST ACCOUNTING","M, W","6:30 PM - 7:45 PM","Mazzo, Mark","RZ 174","33","35","In-Person",
"06","5281","ACCT 305 (3, 2)","COST ACCOUNTING","T, TH","8:10 PM - 9:25 PM","Nussbaum, Stephen","PH 130","57","60","In-Person",
"01","5248","ACCT 305 (3, 2)","COST ACCOUNTING","M, W","3:05 PM - 4:20 PM","Huang, Qianyun (Ivy)","PH 110","44","55","In-Person",
"01","5287","ACCT 306 (4, 3)","TECH IN PLAN &amp; CNTRL","M, W","2:40 PM - 4:30 PM","Stevens, Michael","CD 134","42","55","In-Person",
"02","5290","ACCT 306 (4, 3)","TECH IN PLAN &amp; CNTRL","M, W","4:30 PM - 6:20 PM","Stevens, Michael","PH 112","54","55","In-Person",
"03","5293","ACCT 306 (4, 3)","TECH IN PLAN &amp; CNTRL","T, TH","8:15 AM - 10:05 AM","Adelberg, Arthur","PH 130","63","60","In-Person",
"04","5294","ACCT 306 (4, 3)","TECH IN PLAN &amp; CNTRL","T, TH","10:15 AM - 12:05 PM","Adelberg, Arthur","PH 130","59","60","In-Person",
"05","5295","ACCT 306 (4, 3)","TECH IN PLAN &amp; CNTRL","M, W","8:10 PM - 9:50 PM","Mazzo, Mark","RZ 174","37","35","In-Person",
"06","5296","ACCT 306 (4, 3)","TECH IN PLAN &amp; CNTRL","&nbsp;"," - ","Qureshi, Anique"," ","67","65","Online",
"06","5304","ACCT 311 (4, 3)","ADVANCED ACCOUNTING","T, TH","6:15 PM - 7:55 PM","Juva, John","RZ 147","36","40","In-Person",
"07","5306","ACCT 311 (4, 3)","ADVANCED ACCOUNTING","SU","1:00 PM - 5:00 PM","Balkaran, Dianand","PH 130","63","65","In-Person",
"05","5303","ACCT 311 (4, 3)","ADVANCED ACCOUNTING","T, TH","1:40 PM - 3:30 PM","David, Amy","PH 112","37","55","In-Person",
"04","5302","ACCT 311 (4, 3)","ADVANCED ACCOUNTING","T, TH","10:15 AM - 12:05 PM","David, Amy","PH 012","36","40","In-Person",
"03","5301","ACCT 311 (4, 3)","ADVANCED ACCOUNTING","T, TH","10:15 AM - 12:05 PM","Satenstein, Jeffrey","PH 112","54","55","In-Person",
"02","5300","ACCT 311 (4, 3)","ADVANCED ACCOUNTING","T, TH","8:15 AM - 10:05 AM","Satenstein, Jeffrey","PH 112","53","55","In-Person",
"01","5298","ACCT 311 (4, 3)","ADVANCED ACCOUNTING","M, W","10:15 AM - 12:05 PM","Simon, Abraham","PH 212","20","30","In-Person",
"01","5308","ACCT 321 (4, 3)","AUDITING 1","M, W","10:15 AM - 12:05 PM","Dauber, Nicky","PH 130","60","60","In-Person",
"02","5310","ACCT 321 (4, 3)","AUDITING 1","T, TH","8:15 AM - 10:05 AM","Solieri, Steven","PH 012","45","45","In-Person",
"03","5314","ACCT 321 (4, 3)","AUDITING 1","T, TH","4:00 PM - 5:40 PM","Mintz, Seymour","KG 204","44","45","In-Person",
"04","5318","ACCT 321 (4, 3)","AUDITING 1","T, TH","8:10 PM - 9:50 PM","Fitzsimons, Sean","PH 112","41","55","In-Person",
"05","5319","ACCT 321 (4, 3)","AUDITING 1","SU","8:00 AM - 12:00 PM","Kumar, Vijay","PH 110","55","55","In-Person",
"01","5320","ACCT 322 (3, 3)","AUDITING 2","M, W","1:40 PM - 2:55 PM","Dauber, Nicky","PH 130","61","65","In-Person",
"05","5327","ACCT 322 (3, 3)","AUDITING 2","SU","1:00 PM - 4:00 PM","Ruthizer, Scott","PH 112","55","55","In-Person",
"03","5324","ACCT 322 (3, 3)","AUDITING 2","F","8:00 AM - 10:50 AM","Ruthizer, Scott","PH 110","52","55","In-Person",
"04","5325","ACCT 322 (3, 3)","AUDITING 2","T, TH","6:30 PM - 7:45 PM","Fitzsimons, Sean","PH 112","27","55","In-Person",
"02","5322","ACCT 322 (3, 3)","AUDITING 2","T, TH","10:50 AM - 12:05 PM","Solieri, Steven","SB A143","30","30","In-Person",
"01","6103","ACCT 343 (3, 3)","MICROCOMP APP ACC","S","9:00 AM - 12:00 PM","Qureshi, Anique","PH 108","24","25","In-Person",
"01","5329","ACCT 350 (3, 3)","FIN ST ANALYSIS","T, TH","12:15 PM - 1:30 PM","Satenstein, Jeffrey","PH 112","54","55","In-Person",
"02","6110","ACCT 362 (3, 3)","BUSINESS LAW 2","S","9:00 AM - 12:00 PM","Katz, Jeffrey","PH 130","65","65","In-Person",
"01","6106","ACCT 362 (3, 3)","BUSINESS LAW 2","T, TH","6:30 PM - 7:45 PM","Ryesky, Kenneth","RZ 174","37","35","In-Person",
"01","5352","ACCT 362W (3, 3)","BUSINESS LAW 2","W, F","8:00 AM - 9:15 AM","Davidovits, Murray","PH 112","26","25","In-Person",
"02","5354","ACCT 362W (3, 3)","BUSINESS LAW 2","W, F","10:50 AM - 12:05 PM","Davidovits, Murray","RZ 147","26","25","In-Person",
"03","5355","ACCT 362W (3, 3)","BUSINESS LAW 2","W, F","9:25 AM - 10:40 AM","Mintz, Seymour","PH 012","24","25","In-Person",
"04","5358","ACCT 362W (3, 3)","BUSINESS LAW 2","W, F","10:50 AM - 12:05 PM","Mintz, Seymour","PH 012","24","25","In-Person",
"05","5360","ACCT 362W (3, 3)","BUSINESS LAW 2","T, TH","3:05 PM - 4:20 PM","Ryesky, Kenneth","RZ 174","25","25","In-Person",
"06","5362","ACCT 362W (3, 3)","BUSINESS LAW 2","T, TH","4:30 PM - 5:45 PM","Ryesky, Kenneth","RZ 174","25","25","In-Person",
"07","5365","ACCT 362W (3, 3)","BUSINESS LAW 2","M, W","6:30 PM - 7:45 PM","White, Matthew","PH 118","26","25","In-Person",
"08","5366","ACCT 362W (3, 3)","BUSINESS LAW 2","T, TH","8:10 PM - 9:25 PM","Elan, Kenneth","KY 312","25","25","In-Person",
"09","5369","ACCT 362W (3, 3)","BUSINESS LAW 2","S","1:00 PM - 4:00 PM","Seymore, Javier","PH 130","26","25","In-Person",
"10","5371","ACCT 362W (3, 3)","BUSINESS LAW 2","SU","9:00 AM - 12:00 PM","Kirschner, David","PH 155","24","25","In-Person",
"03","5599","ACCT 363 (3, 3)","BUSINESS LAW 3","SU","9:00 AM - 12:00 PM","Linn, David","PH 121","33","39","In-Person",
"02","5593","ACCT 363 (3, 3)","BUSINESS LAW 3","M, W","6:30 PM - 7:45 PM","Elan, Robert","PH 112","40","40","In-Person",
"01","5585","ACCT 363 (3, 3)","BUSINESS LAW 3","W, F","9:25 AM - 10:40 AM","Davidovits, Murray","RZ 147","32","26","In-Person",
"03","5628","ACCT 367 (4, 4)","FED &amp; NY ST TAX","T, TH","10:15 AM - 12:05 PM","Blumenfrucht, Israel","PH 110","41","45","In-Person",
"04","5643","ACCT 367 (4, 4)","FED &amp; NY ST TAX","T, TH","4:30 PM - 6:20 PM","Barone, Ernest","PH 112","54","55","In-Person",
"08","5659","ACCT 367 (4, 4)","FED &amp; NY ST TAX","SU","8:00 AM - 12:00 PM","Lahijani, Richard","PH 130","29","55","In-Person",
"01","5613","ACCT 367 (4, 4)","FED &amp; NY ST TAX","M, W","10:15 AM - 12:05 PM","Leibowicz, Barry","PH 112","52","55","In-Person",
"05","5649","ACCT 367 (4, 4)","FED &amp; NY ST TAX","M, W","6:15 PM - 7:55 PM","Abbondandolo, Vito","KY 312","49","50","In-Person",
"07","5658","ACCT 367 (4, 4)","FED &amp; NY ST TAX","S","8:00 AM - 12:00 PM","Ruthizer, Scott","PH 112","55","55","In-Person",
"06","5652","ACCT 367 (4, 4)","FED &amp; NY ST TAX","T, TH","6:30 PM - 8:20 PM","Barone, Ernest","PH 110","41","55","In-Person",
"02","5626","ACCT 367 (4, 4)","FED &amp; NY ST TAX","M, W","4:00 PM - 5:40 PM","Abbondandolo, Vito","RZ 174","40","40","In-Person",
"06","5645","ACCT 372 (3, 3)","GOV &amp; INST ACCT","S","1:00 PM - 4:00 PM","Cohen, Michael","PH 110","34","50","In-Person",
"02","5617","ACCT 372 (3, 3)","GOV &amp; INST ACCT","M","5:30 PM - 8:20 PM","Simon, Abraham","PH 212","24","30","In-Person",
"04","5627","ACCT 372 (3, 3)","GOV &amp; INST ACCT","M, W","3:05 PM - 4:20 PM","Walker, John","PH 130","43","60","In-Person",
"01","5615","ACCT 372 (3, 3)","GOV &amp; INST ACCT","M, W","1:40 PM - 2:55 PM","Simon, Abraham","PH 212","30","30","In-Person",
"05","5641","ACCT 372 (3, 3)","GOV &amp; INST ACCT","M, W","6:30 PM - 7:45 PM","Lahijani, Richard","PH 114","53","55","In-Person",
"07","5648","ACCT 372 (3, 3)","GOV &amp; INST ACCT","SU","9:00 AM - 12:00 PM","Balkaran, Dianand","PH 204","58","55","Online",
"03","5623","ACCT 372 (3, 3)","GOV &amp; INST ACCT","T","1:40 PM - 4:30 PM","Walker, John","PH 212","26","30","In-Person",
"01","7952","ACCT 3911 (1, 1)","SPECIAL PROBLEMS","&nbsp;"," - ","Ruthizer, Scott"," ","1","1","In-Person",
"01","5653","ACCT 393W (3, 3)","SEM IN ACCOUNTING","&nbsp;"," - ","Davidovits, Murray"," ","11","15","In-Person",
"01","5656","ACCT 398 (3, 3)","INTERNSHIP","&nbsp;"," - ","Ruthizer, Scott"," ","6","10","In-Person",
"01","5672","ACCT 707 (3, 3)","ISSUES IN MGMT ACCT","SU","9:00 AM - 12:00 PM","Wheatman, Barry","PH 115","31","30","In-Person",
"03","5677","ACCT 712 (3, 3)","ADV FIN ACCT THEORY","TH","6:30 PM - 9:20 PM","Hitzig, Neal","PH 202","19","20","In-Person",
"02","5676","ACCT 712 (3, 3)","ADV FIN ACCT THEORY","W","6:30 PM - 9:20 PM","Huang, Qianyun (Ivy)","RZ 109","33","20","In-Person",
"01","5675","ACCT 712 (3, 3)","ADV FIN ACCT THEORY","T","6:30 PM - 9:20 PM","Hitzig, Neal","PH 351","16","20","In-Person",
"01","5679","ACCT 723 (3, 3)","ADV AUDITING THEORY","T","6:30 PM - 9:20 PM","Dignam, Arthur","PH 113","30","25","In-Person",
"02","5680","ACCT 723 (3, 3)","ADV AUDITING THEORY","TH","6:30 PM - 9:20 PM","Dignam, Arthur","KG 204","30","25","In-Person",
"01","5683","ACCT 747 (3, 3)","COMM &amp; ACCOUNTANTS","T","6:30 PM - 9:20 PM","Walker, John","KG 204","29","25","In-Person",
"02","5684","ACCT 747 (3, 3)","COMM &amp; ACCOUNTANTS","W","6:30 PM - 9:20 PM","Walker, John","PH 351","26","25","In-Person",
"02","5688","ACCT 748 (3, 3)","ADV ACCT INFO SYSTMS","&nbsp;"," - ","Qureshi, Anique"," ","38","25","Online",
"01","5686","ACCT 748 (3, 3)","ADV ACCT INFO SYSTMS","W","6:30 PM - 9:20 PM","Siegfried, Robert","KG 206","29","25","In-Person",
"01","5703","ACCT 752 (3, 3)","ADV STDY IN BUS LAW","W, F","9:25 AM - 10:40 AM","Davidovits, Murray","RZ 147","15","15","In-Person",
"02","5713","ACCT 752 (3, 3)","ADV STDY IN BUS LAW","M, W","6:30 PM - 7:45 PM","Elan, Robert","PH 112","13","15","In-Person",
"03","5717","ACCT 752 (3, 3)","ADV STDY IN BUS LAW","SU","9:00 AM - 12:00 PM","Linn, David","PH 121","17","15","In-Person",
"01","5732","ACCT 757 (3, 3)","TAXATION OF BUS ENTS","M","6:30 PM - 9:20 PM","Mandelkorn, Steven","RA 202","30","25","In-Person",
"02","5739","ACCT 757 (3, 3)","TAXATION OF BUS ENTS","SU","1:00 PM - 4:00 PM","Lahijani, Richard","PH 106","35","25","In-Person",
"01","5743","ACCT 759 (3, 3)","ESTATE &amp; GIFT TAXES","W","6:30 PM - 9:20 PM","Stevens, Michael","KG 204","41","30","In-Person",
"01","5746","ACCT 773 (3, 3)","GOVT ACCT &amp; AUDIT","SU","9:00 AM - 12:00 PM","Silverman, Arthur","PH 117","33","25","In-Person",
"01","3584","ACE 001 (4, 3)","ENGL COMPOSITION","M","7:10 PM - 10:00 PM","Sirlin, Rhoda","KY 281","22","35","In-Person",
"01","3580","ACE 004 (3, 6)","ART &amp; MUSIC SEM","TH","8:25 PM - 10:15 PM",", ","KP 401","36","37","In-Person",
"01","3580","ACE 004 (3, 6)","ART &amp; MUSIC SEM","TH","7:00 PM - 8:50 PM","Nici, John","KP 403","36","37","In-Person",
"01","3580","ACE 004 (3, 6)","ART &amp; MUSIC SEM","TH","7:00 PM - 8:50 PM","Colon, Paulina","KP 403","36","37","In-Person",
"02","3649","ACE 005W (3, 3)","GREAT WORKS OF LIT","S","1:00 PM - 3:40 PM","Abeles, Jennifer","PH 104","24","25","In-Person",
"01","3588","ACE 005W (3, 3)","GREAT WORKS OF LIT","W","7:10 PM - 10:00 PM","Sirlin, Rhoda","KY 281","25","25","In-Person",
"02","3575","ACE 015 (3, 6)","SOC SCIENCE SEM 1","S","9:20 AM - 12:00 PM","Miceli, Salvatore","PH 106","24","35","In-Person",
"01","3571","ACE 015 (3, 6)","SOC SCIENCE SEM 1","W","7:10 PM - 10:00 PM","Budd, Susan","KY 323","22","35","In-Person",
"01","3578","ACE 016 (3, 6)","SOC SCIENCE SEM 2","S","1:00 PM - 3:45 PM","Budd, Susan","KY 417","36","35","In-Person",
"01","5731","AFST 101 (3, 3)","AFRICAN CIV 1","T, TH","10:50 AM - 12:05 PM","Julmisse, Evelyn","PH 116","44","35","In-Person",
"01","5756","AFST 232W (3, 3)","CARIBBEAN LIT","F","6:30 PM - 9:20 PM","Blenman-Roane, Marjorie","PH 106","24","25","In-Person",
"01","5759","AFST 234W (3, 3)","BLACK WOMEN WRITERS","S","1:00 PM - 3:40 PM","Blenman-Roane, Marjorie","PH 106","32","25","In-Person",
"01","5748","AFST 300W (3, 3)","AFRICANA STS SEMINAR","T, TH","1:40 PM - 2:55 PM","Julmisse, Evelyn","PH 116","27","25","In-Person",
"01","7037","AMST 110W (3, 3)","INTRO AMER SOC/CULT","F","4:30 PM - 7:30 PM","Kao, Wan-Chuan","PH 102","20","23","In-Person",
"14","6271","ANTH 101 (3, 3)","INTRO CULT ANTHRO","T, TH","6:30 PM - 7:45 PM","Folch, Christine","KY 250","75","80","In-Person",
"10","5647","ANTH 101 (3, 3)","INTRO CULT ANTHRO","M, W","3:05 PM - 4:20 PM","Collins, John","KY 250","78","80","In-Person",
"19","7425","ANTH 101 (3, 3)","INTRO CULT ANTHRO","T, TH","1:40 PM - 2:55 PM","Gantt, Julian","RZ 347","31","30","In-Person",
"12","5657","ANTH 101 (3, 3)","INTRO CULT ANTHRO","M, W","5:00 PM - 6:15 PM","Gokariksel, Saygun","PH 114","41","40","In-Person",
"15","6583","ANTH 101 (3, 3)","INTRO CULT ANTHRO","T, TH","9:25 AM - 10:40 AM","Meswick, Susan","KY 250","78","80","In-Person",
"09","5616","ANTH 101 (3, 3)","INTRO CULT ANTHRO","T, TH","1:40 PM - 2:55 PM","Elisha, Omri","KY 250","81","80","In-Person",
"08","5612","ANTH 101 (3, 3)","INTRO CULT ANTHRO","M, W","1:40 PM - 2:55 PM","Collins, John","KY 250","88","80","In-Person",
"07","5603","ANTH 101 (3, 3)","INTRO CULT ANTHRO","M, W","1:40 PM - 2:55 PM","Karak, Madhuri","PH 114","49","40","In-Person",
"06","5596","ANTH 101 (3, 3)","INTRO CULT ANTHRO","T, TH","12:15 PM - 1:30 PM","Limbert, Mandana","KY 150","127","131","In-Person",
"05","5583","ANTH 101 (3, 3)","INTRO CULT ANTHRO","T, TH","10:50 AM - 12:05 PM","Curtin, Emily","KY 250","79","80","In-Person",
"04","5582","ANTH 101 (3, 3)","INTRO CULT ANTHRO","M, W","10:50 AM - 12:05 PM","Birth, Kevin","KY 250","82","80","In-Person",
"13","5666","ANTH 101 (3, 3)","INTRO CULT ANTHRO","M, W","6:30 PM - 7:45 PM","Choi, Jimee","KY 250","70","80","In-Person",
"01","5567","ANTH 101 (3, 3)","INTRO CULT ANTHRO","M, W","9:25 AM - 10:40 AM","Birth, Kevin","KY 250","73","80","In-Person",
"02","5579","ANTH 101 (3, 3)","INTRO CULT ANTHRO","M, W","10:50 AM - 12:05 PM","Gokariksel, Saygun","KY 150","115","80","In-Person",
"03","5581","ANTH 101 (3, 3)","INTRO CULT ANTHRO","T, TH","10:50 AM - 12:05 PM","Strassler, Karen","KY 150","100","100","In-Person",
"03","5609","ANTH 102 (3, 3)","INTRO HUMAN EVOL","M, W","1:40 PM - 2:55 PM","Swedell, Larissa","KY 150","128","130","In-Person",
"07","5640","ANTH 102 (3, 3)","INTRO HUMAN EVOL","M, W","3:05 PM - 4:20 PM","Forrest, Frances","KY 150","79","80","In-Person",
"02","5600","ANTH 102 (3, 3)","INTRO HUMAN EVOL","T, TH","12:15 PM - 1:30 PM","Hodgson, Jennifer","RZ 347","41","40","In-Person",
"01","5570","ANTH 102 (3, 3)","INTRO HUMAN EVOL","T, TH","9:25 AM - 10:40 AM","Hodgson, Jennifer","RZ 347","39","40","In-Person",
"05","5618","ANTH 102 (3, 3)","INTRO HUMAN EVOL","M, W","1:40 PM - 2:55 PM","Forrest, Frances","RZ 347","45","45","In-Person",
"04","5610","ANTH 102 (3, 3)","INTRO HUMAN EVOL","T, TH","1:40 PM - 2:55 PM","Plummer, Thomas","KY 150","99","100","In-Person",
"08","5662","ANTH 102 (3, 3)","INTRO HUMAN EVOL","T, TH","5:00 PM - 6:15 PM","Johnson, Caley","PH 114","39","40","In-Person",
"08","6605","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","T, TH","12:15 PM - 1:30 PM","Bracken, Justin","PH 012","39","40","In-Person",
"07","6251","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","SU","9:00 AM - 12:00 PM","Manfra Mcgovern, Allison","PH 114","16","45","In-Person",
"06","5668","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","F","1:40 PM - 4:30 PM","Manfra Mcgovern, Allison","KY 250","22","80","In-Person",
"06","5668","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","F","3:05 PM - 4:20 PM","Manfra Mcgovern, Allison","KY 250","22","80","In-Person",
"01","5563","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","M, W","9:25 AM - 10:40 AM","Moore, James","KY 150","98","130","In-Person",
"02","5565","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","T, TH","9:25 AM - 10:40 AM","Pugh, Timothy","KY 150","121","130","In-Person",
"03","5584","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","M, W","10:50 AM - 12:05 PM","Coplin, Jennifer","RZ 347","39","40","In-Person",
"04","5624","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","M, W","3:05 PM - 4:20 PM","Moore, James","PH 114","40","40","In-Person",
"05","5642","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","T, TH","3:05 PM - 4:20 PM","Suri, Miranda","KY 150","77","80","In-Person",
"02","5598","ANTH 104 (3, 3)","LANG/CULTURE/SOCIETY","T, TH","12:15 PM - 1:30 PM","Riley, Kathleen","KY 250","77","80","In-Person",
"05","6269","ANTH 104 (3, 3)","LANG/CULTURE/SOCIETY","SU","1:00 PM - 4:00 PM","Schmitt, Doreen","PH 114","35","35","In-Person",
"01","5559","ANTH 104 (3, 3)","LANG/CULTURE/SOCIETY","M, W","9:25 AM - 10:40 AM","Schmitt, Doreen","PH 114","39","40","In-Person",
"04","5665","ANTH 104 (3, 3)","LANG/CULTURE/SOCIETY","T, TH","5:00 PM - 6:15 PM","Rodriguez, Igor","KY 250","77","80","In-Person",
"03","5650","ANTH 104 (3, 3)","LANG/CULTURE/SOCIETY","T, TH","3:05 PM - 4:20 PM","Rodriguez, Igor","KY 250","79","80","In-Person",
"01","5594","ANTH 200 (3, 3)","HIST OF ANTHROPOLOGY","T, TH","12:15 PM - 1:30 PM","Bauer, Alexander","PH 114","45","35","In-Person",
"02","5606","ANTH 201 (3, 3)","ESSENT CULTURAL ANTH","T, TH","1:40 PM - 2:55 PM","Strassler, Karen","PH 114","37","40","In-Person",
"01","5577","ANTH 201 (3, 3)","ESSENT CULTURAL ANTH","T, TH","10:50 AM - 12:05 PM","Elisha, Omri","PH 114","40","40","In-Person",
"01","5651","ANTH 206 (3, 3)","PEOPLES OF SO AMER","T, TH","1:40 PM - 2:55 PM","Tovar Restrepo, Marcela","SB B141","35","40","In-Person",
