"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"03","7350","ACCT 306 (4, 3)","TECH IN PLAN &amp; CNTRL","T, TH","8:15 AM - 10:05 AM","Adelberg, Arthur","PH 130","51","55","In-Person",
"6","7356","ACCT 306 (4, 3)","TECH IN PLAN &amp; CNTRL","SU","1:00 PM - 4:40 PM","Qureshi, Anique","RZ 174","58","58","Online",
"05","7355","ACCT 306 (4, 3)","TECH IN PLAN &amp; CNTRL","M, W","8:10 PM - 9:50 PM","Mazzo, Mark","RZ 174","34","35","In-Person",
"04","7354","ACCT 306 (4, 3)","TECH IN PLAN &amp; CNTRL","T, TH","10:15 AM - 12:05 PM","Adelberg, Arthur","PH 130","54","55","In-Person",
"01","7359","ACCT 311 (4, 3)","ADVANCED ACCOUNTING","M, W","10:15 AM - 12:05 PM","Simon, Abraham","PH 212","13","30","In-Person",
"2","7360","ACCT 311 (4, 3)","ADVANCED ACCOUNTING","T, TH","8:15 AM - 10:05 AM","Satenstein, Jeffrey","PH 112","49","55","In-Person",
"03","7363","ACCT 311 (4, 3)","ADVANCED ACCOUNTING","T, TH","10:15 AM - 12:05 PM","Satenstein, Jeffrey","PH 112","53","55","In-Person",
"06","7368","ACCT 311 (4, 3)","ADVANCED ACCOUNTING","T, TH","6:20 PM - 8:00 PM","Juva, John","PH 116","44","50","In-Person",
"05","7366","ACCT 311 (4, 3)","ADVANCED ACCOUNTING","T, TH","2:40 PM - 4:30 PM","David, Amy","PH 116","30","45","In-Person",
"04","7365","ACCT 311 (4, 3)","ADVANCED ACCOUNTING","T, TH","4:30 PM - 6:15 PM","David, Amy","PH 116","43","45","In-Person",
"07","7370","ACCT 311 (4, 3)","ADVANCED ACCOUNTING","SU","1:00 PM - 4:40 PM","Balkaran, Dianand","PH 130","55","55","In-Person",
"01","7371","ACCT 321 (4, 3)","AUDITING 1","M, W","10:15 AM - 12:05 PM","Dauber, Nicky","PH 130","53","53","In-Person",
"02","7374","ACCT 321 (4, 3)","AUDITING 1","T, TH","8:15 AM - 10:05 AM","Solieri, Steven","PH 012","47","45","In-Person",
"05","7387","ACCT 321 (4, 3)","AUDITING 1","SU","8:20 AM - 12:00 PM","Kumar, Vijay","PH 110","51","50","In-Person",
"04","7384","ACCT 321 (4, 3)","AUDITING 1","T, TH","8:10 PM - 9:50 PM","Fitzsimons, Sean","PH 112","42","42","In-Person",
"01","7509","ACCT 322 (3, 3)","AUDITING 2","M, W","1:40 PM - 2:55 PM","Dauber, Nicky","PH 130","65","65","In-Person",
"02","7513","ACCT 322 (3, 3)","AUDITING 2","T, TH","10:50 AM - 12:05 PM","Solieri, Steven","PH 012","47","45","In-Person",
"03","7524","ACCT 322 (3, 3)","AUDITING 2","T, TH","1:40 PM - 2:55 PM","Hitzig, Neal","KY 236","26","30","In-Person",
"04","7530","ACCT 322 (3, 3)","AUDITING 2","T, TH","6:30 PM - 7:45 PM","Fitzsimons, Sean","PH 112","47","55","In-Person",
"05","7534","ACCT 322 (3, 3)","AUDITING 2","SU","1:00 PM - 3:45 PM","Ruthizer, Scott","PH 112","61","55","In-Person",
"01","7556","ACCT 343 (3, 3)","MICROCOMP APP ACC","S","9:15 AM - 12:00 PM","Qureshi, Anique","PH 206","30","30","In-Person",
"01","7676","ACCT 350 (3, 3)","FIN ST ANALYSIS","T, TH","12:15 PM - 1:30 PM","Satenstein, Jeffrey","PH 112","52","55","In-Person",
"01","7673","ACCT 362 (3, 3)","BUSINESS LAW 2","T, TH","6:30 PM - 7:45 PM","Ryesky, Kenneth","RZ 174","36","35","In-Person",
"02","7674","ACCT 362 (3, 3)","BUSINESS LAW 2","S","9:15 AM - 12:00 PM","Katz, Jeffrey","PH 130","61","60","In-Person",
"04","7654","ACCT 362W (3, 3)","BUSINESS LAW 2","W, F","10:50 AM - 12:05 PM","Mintz, Seymour","PH 012","25","25","In-Person",
"5","7655","ACCT 362W (3, 3)","BUSINESS LAW 2","T, TH","3:05 PM - 4:20 PM","Ryesky, Kenneth","RZ 174","24","25","In-Person",
"06","7658","ACCT 362W (3, 3)","BUSINESS LAW 2","T, TH","4:30 PM - 5:45 PM","Ryesky, Kenneth","RZ 174","23","25","In-Person",
"7","7661","ACCT 362W (3, 3)","BUSINESS LAW 2","M, W","6:30 PM - 7:45 PM","White, Matthew","RZ 312","24","25","In-Person",
"02","7643","ACCT 362W (3, 3)","BUSINESS LAW 2","W, F","10:50 AM - 12:05 PM","Davidovits, Murray","PH 116","25","25","In-Person",
"09","7665","ACCT 362W (3, 3)","BUSINESS LAW 2","S","1:00 PM - 3:45 PM","Seymore, Javier","PH 110","27","25","In-Person",
"10","7671","ACCT 362W (3, 3)","BUSINESS LAW 2","SU","9:15 AM - 12:00 PM","Kirschner, David","PH 121","24","25","In-Person",
"01","7639","ACCT 362W (3, 3)","BUSINESS LAW 2","W, F","8:00 AM - 9:15 AM","Davidovits, Murray","PH 116","25","25","In-Person",
"03","7646","ACCT 362W (3, 3)","BUSINESS LAW 2","W, F","9:25 AM - 10:40 AM","Mintz, Seymour","PH 012","26","25","In-Person",
"08","7663","ACCT 362W (3, 3)","BUSINESS LAW 2","T, TH","8:20 PM - 9:35 PM","Elan, Kenneth","PH 110","24","25","In-Person",
"03","7684","ACCT 363 (3, 3)","BUSINESS LAW 3","SU","9:15 AM - 12:00 PM","Linn, David","PH 012","26","35","In-Person",
"01","7677","ACCT 363 (3, 3)","BUSINESS LAW 3","W, F","9:25 AM - 10:40 AM","Davidovits, Murray","PH 116","46","47","In-Person",
"02","7679","ACCT 363 (3, 3)","BUSINESS LAW 3","M, W","6:30 PM - 7:45 PM","Elan, Robert","KY 250","45","55","In-Person",
"07","7711","ACCT 367 (4, 4)","FED &amp; NY ST TAX","S","8:20 AM - 12:00 PM","Ruthizer, Scott","PH 112","55","55","In-Person",
"08","7751","ACCT 367 (4, 4)","FED &amp; NY ST TAX","SU","8:20 AM - 12:00 PM","Lahijani, Richard","PH 130","16","50","In-Person",
"01","7689","ACCT 367 (4, 4)","FED &amp; NY ST TAX","M, W","10:15 AM - 12:05 PM","Leibowicz, Barry","PH 112","31","50","In-Person",
"02","7692","ACCT 367 (4, 4)","FED &amp; NY ST TAX","M, W","4:00 PM - 5:40 PM","Abbondandolo, Vito","PH 130","56","55","In-Person",
"03","7697","ACCT 367 (4, 4)","FED &amp; NY ST TAX","T, TH","10:15 AM - 12:05 PM","Blumenfrucht, Israel","PH 116","47","45","In-Person",
"04","7698","ACCT 367 (4, 4)","FED &amp; NY ST TAX","T, TH","4:30 PM - 6:20 PM","Barone, Ernest","PH 112","49","55","In-Person",
"05","7699","ACCT 367 (4, 4)","FED &amp; NY ST TAX","M, W","6:15 PM - 7:55 PM","Abbondandolo, Vito","RA 219","44","45","In-Person",
"06","7706","ACCT 367 (4, 4)","FED &amp; NY ST TAX","T, TH","6:25 PM - 8:15 PM","Barone, Ernest","PH 110","30","50","In-Person",
"07","7838","ACCT 372 (3, 3)","GOV &amp; INST ACCT","SU","9:15 AM - 12:00 PM","Balkaran, Dianand","PH 108","57","55","Online",
"06","7836","ACCT 372 (3, 3)","GOV &amp; INST ACCT","SU","1:00 PM - 3:45 PM","Seyam, Achraf","PH 110","38","55","In-Person",
"01","7829","ACCT 372 (3, 3)","GOV &amp; INST ACCT","M, W","1:40 PM - 2:55 PM","Simon, Abraham","PH 212","26","30","In-Person",
"02","7830","ACCT 372 (3, 3)","GOV &amp; INST ACCT","M","5:30 PM - 8:20 PM","Simon, Abraham","PH 212","30","30","In-Person",
"03","7831","ACCT 372 (3, 3)","GOV &amp; INST ACCT","T","1:40 PM - 4:30 PM","Walker, John","PH 212","22","30","In-Person",
"04","7833","ACCT 372 (3, 3)","GOV &amp; INST ACCT","T, TH","3:05 PM - 4:20 PM","Seyam, Achraf","PH 112","55","55","In-Person",
"05","7835","ACCT 372 (3, 3)","GOV &amp; INST ACCT","M, W","6:30 PM - 7:45 PM","Lahijani, Richard","PH 112","54","55","In-Person",
"01","8419","ACCT 3911 (1, 1)","SPECIAL PROBLEMS","&nbsp;"," - ","Milich, Marvin"," ","2","1","In-Person",
"01","7840","ACCT 393W (3, 3)","SEM IN ACCOUNTING","&nbsp;"," - ","Davidovits, Murray"," ","10","15","In-Person",
"2","7842","ACCT 393W (3, 3)","SEM IN ACCOUNTING","&nbsp;"," - ","Dauber, Nicky","PH 245","10","10","In-Person",
"01","7843","ACCT 398 (3, 3)","INTERNSHIP","&nbsp;"," - ","Ruthizer, Scott"," ","10","10","In-Person",
"01","7845","ACCT 707 (3, 3)","ISSUES IN MGMT ACCT","S","9:15 AM - 12:00 PM","Wheatman, Barry","PH 157","27","25","In-Person",
"03","7851","ACCT 712 (3, 3)","ADV FIN ACCT THEORY","TH","6:30 PM - 9:20 PM","Hitzig, Neal","PH 333","19","20","In-Person",
"01","7847","ACCT 712 (3, 3)","ADV FIN ACCT THEORY","T","6:30 PM - 9:20 PM","Hitzig, Neal","PH 351","20","20","In-Person",
"02","7849","ACCT 712 (3, 3)","ADV FIN ACCT THEORY","W","6:30 PM - 9:20 PM","Huang, Qianyun (Ivy)","RA 206","26","20","In-Person",
"01","7853","ACCT 723 (3, 3)","ADV AUDITING THEORY","T","6:30 PM - 9:20 PM","Dignam, Arthur","PH 304","29","20","In-Person",
"02","7854","ACCT 723 (3, 3)","ADV AUDITING THEORY","TH","6:30 PM - 9:20 PM","Dignam, Arthur","PH 351","31","20","In-Person",
"01","7856","ACCT 747 (3, 3)","COMM &amp; ACCOUNTANTS","T","6:30 PM - 9:20 PM","Walker, John","RA 205","29","25","In-Person",
"02","7857","ACCT 747 (3, 3)","COMM &amp; ACCOUNTANTS","W","6:30 PM - 9:20 PM","Walker, John","RA 205","30","25","In-Person",
"2","7859","ACCT 748 (3, 3)","ADV ACCT INFO SYSTMS","S","1:00 PM - 3:45 PM","Qureshi, Anique","PH 157","28","25","Online",
"01","7858","ACCT 748 (3, 3)","ADV ACCT INFO SYSTMS","W","6:30 PM - 9:20 PM","Siegfried, Robert","PH 304","29","20","In-Person",
"02","7873","ACCT 752 (3, 3)","ADV STDY IN BUS LAW","M, W","6:30 PM - 7:45 PM","Elan, Robert","KY 250","5","10","In-Person",
"03","7874","ACCT 752 (3, 3)","ADV STDY IN BUS LAW","SU","9:15 AM - 12:00 PM","Linn, David","PH 012","12","10","In-Person",
"01","7872","ACCT 752 (3, 3)","ADV STDY IN BUS LAW","W, F","9:25 AM - 10:40 AM","Davidovits, Murray","PH 116","7","10","In-Person",
"02","7865","ACCT 757 (3, 3)","TAXATION OF BUS ENTS","W","6:30 PM - 9:20 PM","Stevens, Michael","RZ 109","28","30","In-Person",
"01","7863","ACCT 757 (3, 3)","TAXATION OF BUS ENTS","M","6:30 PM - 9:20 PM","Mandelkorn, Steven","RZ 347","28","30","In-Person",
"01","7866","ACCT 758 (3, 3)","STATE &amp; LOCAL TAXATN","SU","9:15 AM - 12:00 PM","Weiss, Richard","PH 115","30","25","In-Person",
"01","7867","ACCT 773 (3, 3)","GOVT ACCT &amp; AUDIT","SU","9:15 AM - 12:00 PM","Silverman, Arthur","SB A143","22","25","In-Person",
"01","6711","ACE 001 (4, 3)","ENGL COMPOSITION","M","7:10 PM - 9:40 PM","Sirlin, Rhoda","KY 271","17","22","In-Person",
"01","6714","ACE 004 (3, 6)","ART &amp; MUSIC SEM","TH","8:25 PM - 9:40 PM","Colon, Paulina","KY 244","32","35","In-Person",
"01","6714","ACE 004 (3, 6)","ART &amp; MUSIC SEM","TH","7:00 PM - 8:15 PM","Nici, John","KP 401","32","35","In-Person",
"01","6713","ACE 005W (3, 3)","GREAT WORKS OF LIT","W","7:10 PM - 9:40 PM","Sirlin, Rhoda","KY 244","19","22","In-Person",
"01","6719","ACE 015 (3, 6)","SOC SCIENCE SEM 1","S","1:00 PM - 3:40 PM","Budd, Susan","KY 244","21","35","In-Person",
"1","6721","ACE 016 (3, 6)","SOC SCIENCE SEM 2","W","7:10 PM - 9:40 PM","Budd, Susan","KY 422","21","22","In-Person",
"02","6722","ACE 016 (3, 6)","SOC SCIENCE SEM 2","S","9:20 AM - 12:05 PM","Miceli, Salvatore","PH 104","17","22","In-Person",
"01","8772","AFST 100 (0, 0)","AFST","&nbsp;"," - ",", "," ","0","1","In-Person",
"01","8266","AFST 102 (3, 3)","AFRICAN CIV 2","T, TH","10:50 AM - 12:05 PM","Julmisse, Evelyn","PH 110","34","35","In-Person",
"01","8267","AFST 201W (3, 3)","BLACK CULTURES","T, TH","1:40 PM - 2:40 PM","Julmisse, Evelyn","PH 115","24","20","In-Person",
"01","8269","AFST 232W (3, 3)","CARIBBEAN LIT","F","6:30 PM - 9:20 PM","Blenman-Roane, Marjorie","PH 108","18","20","In-Person",
"01","8270","AFST 234W (3, 3)","BLACK WOMEN WRITERS","S","1:00 PM - 3:45 PM","Blenman-Roane, Marjorie","PH 108","21","20","In-Person",
"01","6636","AMST 110W (3, 3)","INTRO AMER SOC/CULT","T, TH","12:15 PM - 1:30 PM","Grattan, Sean","RA 102","21","20","In-Person",
"03","6638","AMST 110W (3, 3)","INTRO AMER SOC/CULT","M, W","10:50 AM - 12:05 PM","Ribeiro, Helena","KP 304","20","20","In-Person",
"02","6637","AMST 110W (3, 3)","INTRO AMER SOC/CULT","F","6:30 PM - 9:15 PM","Lew, Johnny","PH 106","18","20","In-Person",
"13","4844","ANTH 101 (3, 3)","INTRO CULT ANTHRO","T, TH","5:00 PM - 6:15 PM","Choi, Jimee","KY 250","37","80","In-Person",
"11","4842","ANTH 101 (3, 3)","INTRO CULT ANTHRO","T, TH","3:05 PM - 4:20 PM","Curtin, Emily","KY 150","76","110","In-Person",
"10","4841","ANTH 101 (3, 3)","INTRO CULT ANTHRO","M, W","3:05 PM - 4:20 PM","Gantt, Julian","KY 150","51","80","In-Person",
"09","4840","ANTH 101 (3, 3)","INTRO CULT ANTHRO","T, TH","1:40 PM - 2:55 PM","Curtin, Emily","KY 250","78","80","In-Person",
"08","4839","ANTH 101 (3, 3)","INTRO CULT ANTHRO","M, W","1:40 PM - 2:55 PM","Gantt, Julian","KY 250","88","90","In-Person",
"07","4838","ANTH 101 (3, 3)","INTRO CULT ANTHRO","F","12:15 PM - 2:55 PM","Meswick, Susan","PH 119","27","90","In-Person",
"05","4836","ANTH 101 (3, 3)","INTRO CULT ANTHRO","T, TH","10:50 AM - 12:05 PM","Collins, John","KY 150","132","135","In-Person",
"14","5638","ANTH 101 (3, 3)","INTRO CULT ANTHRO","S","1:00 PM - 3:45 PM","Gokariksel, Saygun","PH 114","32","40","In-Person",
"01","4832","ANTH 101 (3, 3)","INTRO CULT ANTHRO","M, W","8:00 AM - 9:15 AM","Folch, Christine","KY 150","90","90","In-Person",
"02","4833","ANTH 101 (3, 3)","INTRO CULT ANTHRO","M, W","9:25 AM - 10:40 AM","Karak, Madhuri","KY 150","82","90","In-Person",
"03","4834","ANTH 101 (3, 3)","INTRO CULT ANTHRO","T, TH","9:25 AM - 10:40 AM","Choi, Jimee","KY 250","75","80","In-Person",
"04","4835","ANTH 101 (3, 3)","INTRO CULT ANTHRO","M, W","10:50 AM - 12:05 PM","Karak, Madhuri","KY 150","90","90","In-Person",
"06","4837","ANTH 101 (3, 3)","INTRO CULT ANTHRO","T, TH","12:15 PM - 1:30 PM","Meswick, Susan","KY 250","82","80","In-Person",
"08","8384","ANTH 102 (3, 3)","INTRO HUMAN EVOL","M, W","5:00 PM - 6:15 PM","Chowdhury, Shahrina","PH 114","14","40","In-Person",
"07","4853","ANTH 102 (3, 3)","INTRO HUMAN EVOL","T, TH","5:00 PM - 6:15 PM","Johnson, Caley","PH 114","39","40","In-Person",
"06","4852","ANTH 102 (3, 3)","INTRO HUMAN EVOL","T, TH","3:05 PM - 4:20 PM","Johnson, Caley","KY 250","67","90","In-Person",
"05","4850","ANTH 102 (3, 3)","INTRO HUMAN EVOL","M, W","3:05 PM - 4:20 PM","Chowdhury, Shahrina","PH 114","19","40","In-Person",
"04","4848","ANTH 102 (3, 3)","INTRO HUMAN EVOL","T, TH","1:40 PM - 2:55 PM","Hodgson, Jennifer","KY 150","64","90","In-Person",
"03","4847","ANTH 102 (3, 3)","INTRO HUMAN EVOL","T, TH","12:15 PM - 1:30 PM","Hodgson, Jennifer","KY 150","91","90","In-Person",
"02","4846","ANTH 102 (3, 3)","INTRO HUMAN EVOL","M, W","10:50 AM - 12:05 PM","Forrest, Frances","RZ 347","41","40","In-Person",
"01","4845","ANTH 102 (3, 3)","INTRO HUMAN EVOL","M, W","9:25 AM - 10:40 AM","Forrest, Frances","KY 250","90","90","In-Person",
"03","4859","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","T, TH","10:50 AM - 12:05 PM","Bracken, Justin","RZ 347","39","40","In-Person",
"02","4858","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","T, TH","9:25 AM - 10:40 AM","Bracken, Justin","RZ 347","17","40","In-Person",
"06","4862","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","M, W","3:05 PM - 4:20 PM","Manfra Mcgovern, Allison","KY 250","31","90","In-Person",
"05","4861","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","M, W","1:40 PM - 2:55 PM","Pugh, Timothy","KY 150","119","125","In-Person",
"04","4860","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","T, TH","1:40 PM - 2:55 PM","Suri, Miranda","PH 114","40","40","In-Person",
"07","4863","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","M, W","5:00 PM - 6:15 PM","Manfra Mcgovern, Allison","KY 250","60","90","In-Person",
"01","4857","ANTH 103 (3, 3)","INTRO ARCHAEOLOGY","F","9:25 AM - 12:05 PM","Coplin, Jennifer","PH 114","31","40","In-Person",
"05","4868","ANTH 104 (3, 3)","LANG/CULTURE/SOCIETY","M, W","3:05 PM - 4:20 PM","Riley, Kathleen","RZ 347","35","40","In-Person",
"06","5637","ANTH 104 (3, 3)","LANG/CULTURE/SOCIETY","F","12:15 PM - 2:55 PM","Pagliai, Valentina","KY 250","53","80","In-Person",
"03","4866","ANTH 104 (3, 3)","LANG/CULTURE/SOCIETY","M, W","10:50 AM - 12:05 PM","Schmitt, Doreen","KY 250","89","85","In-Person",
"04","4867","ANTH 104 (3, 3)","LANG/CULTURE/SOCIETY","T, TH","10:50 AM - 12:05 PM","Rodriguez, Igor","KY 250","40","40","In-Person",
"02","4865","ANTH 104 (3, 3)","LANG/CULTURE/SOCIETY","T, TH","9:25 AM - 10:40 AM","Rodriguez, Igor","KY 150","87","90","In-Person",
"01","4864","ANTH 104 (3, 3)","LANG/CULTURE/SOCIETY","M, W","9:25 AM - 10:40 AM","Schmitt, Doreen","PH 114","41","35","In-Person",
"01","8460","ANTH 135W (1, 1)","WRITING WORKSHOP","T, TH","12:15 PM - 1:30 PM","Bauer, Alexander","PH 114","22","18","In-Person",
"01","4869","ANTH 200 (3, 3)","HIST OF ANTHROPOLOGY","T, TH","9:25 AM - 10:40 AM","Birth, Kevin","PH 114","33","34","In-Person",
"01","4870","ANTH 201 (3, 3)","ESSENT CULTURAL ANTH","T, TH","12:15 PM - 1:30 PM","Collins, John","RZ 347","25","25","In-Person",
"01","4871","ANTH 208W (3, 3)","PEOPLES OF S. ASIA","M, W","10:50 AM - 12:05 PM","Halliburton, Murphy","PH 114","26","25","In-Person",
"01","5636","ANTH 209 (3, 3)","PEOPLES OF EUROPE","F","10:50 AM - 1:30 PM","Gokariksel, Saygun","RZ 347","17","35","In-Person",
